experiment_name,plot_name,plot_side,block,system_code,date,year,irrigation_amount,irrigation_unit
century,1_1,COMPOSITE,1,LMT,4/14/1994,1994,20.72,hectare*mm
century,1_1,COMPOSITE,1,LMT,4/15/1994,1994,53.05,hectare*mm
century,1_1,COMPOSITE,1,LMT,5/27/1994,1994,45.65,hectare*mm
century,1_1,COMPOSITE,1,LMT,5/27/1994,1994,17.52,hectare*mm
century,1_1,COMPOSITE,1,LMT,6/14/1994,1994,45.65,hectare*mm
century,1_1,COMPOSITE,1,LMT,6/14/1994,1994,17.52,hectare*mm
century,1_1,COMPOSITE,1,LMT,6/28/1994,1994,27.15,hectare*mm
century,1_1,COMPOSITE,1,LMT,6/28/1994,1994,9.55,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/6/1994,1994,14.81,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/6/1994,1994,6.35,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/14/1994,1994,16.03,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/14/1994,1994,6.35,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/22/1994,1994,12.34,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/22/1994,1994,4.78,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/27/1994,1994,12.34,hectare*mm
century,1_1,COMPOSITE,1,LMT,7/27/1994,1994,4.78,hectare*mm
century,1_1,COMPOSITE,1,LMT,8/2/1994,1994,11.09,hectare*mm
century,1_1,COMPOSITE,1,LMT,8/2/1994,1994,3.97,hectare*mm
century,1_1,COMPOSITE,1,LMT,8/8/1994,1994,9.87,hectare*mm
century,1_1,COMPOSITE,1,LMT,8/8/1994,1994,3.97,hectare*mm
century,1_2,COMPOSITE,1,OMT,5/6/1994,1994,54.27,hectare*mm
century,1_2,COMPOSITE,1,OMT,5/6/1994,1994,20.72,hectare*mm
century,1_2,COMPOSITE,1,OMT,5/31/1994,1994,46.86,hectare*mm
century,1_2,COMPOSITE,1,OMT,5/31/1994,1994,17.52,hectare*mm
century,1_2,COMPOSITE,1,OMT,6/16/1994,1994,54.27,hectare*mm
century,1_2,COMPOSITE,1,OMT,6/16/1994,1994,17.52,hectare*mm
century,1_2,COMPOSITE,1,OMT,6/29/1994,1994,48.12,hectare*mm
century,1_2,COMPOSITE,1,OMT,6/29/1994,1994,19.1,hectare*mm
century,1_2,COMPOSITE,1,OMT,7/12/1994,1994,45.65,hectare*mm
century,1_2,COMPOSITE,1,OMT,7/12/1994,1994,19.1,hectare*mm
century,1_2,COMPOSITE,1,OMT,7/21/1994,1994,9.55,hectare*mm
century,1_2,COMPOSITE,1,OMT,7/22/1994,1994,23.43,hectare*mm
century,1_2,COMPOSITE,1,OMT,7/29/1994,1994,25.9,hectare*mm
century,1_2,COMPOSITE,1,OMT,7/29/1994,1994,9.55,hectare*mm
century,1_2,COMPOSITE,1,OMT,8/5/1994,1994,24.69,hectare*mm
century,1_2,COMPOSITE,1,OMT,8/5/1994,1994,9.55,hectare*mm
century,1_2,COMPOSITE,1,OMT,8/19/1994,1994,20.96,hectare*mm
century,1_2,COMPOSITE,1,OMT,8/19/1994,1994,9.55,hectare*mm
century,1_2,COMPOSITE,1,OMT,9/14/1994,1994,27.15,hectare*mm
century,1_2,COMPOSITE,1,OMT,9/14/1994,1994,9.55,hectare*mm
century,1_3,COMPOSITE,1,CMT,4/15/1994,1994,57.99,hectare*mm
century,1_3,COMPOSITE,1,CMT,4/15/1994,1994,20.72,hectare*mm
century,1_3,COMPOSITE,1,CMT,5/27/1994,1994,45.65,hectare*mm
century,1_3,COMPOSITE,1,CMT,5/27/1994,1994,17.52,hectare*mm
century,1_3,COMPOSITE,1,CMT,6/14/1994,1994,48.12,hectare*mm
century,1_3,COMPOSITE,1,CMT,6/14/1994,1994,17.52,hectare*mm
century,1_3,COMPOSITE,1,CMT,6/28/1994,1994,27.15,hectare*mm
century,1_3,COMPOSITE,1,CMT,6/28/1994,1994,9.55,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/6/1994,1994,18.49,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/6/1994,1994,6.35,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/14/1994,1994,14.81,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/14/1994,1994,6.35,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/22/1994,1994,9.87,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/22/1994,1994,4.78,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/27/1994,1994,12.34,hectare*mm
century,1_3,COMPOSITE,1,CMT,7/27/1994,1994,4.78,hectare*mm
century,1_3,COMPOSITE,1,CMT,8/2/1994,1994,9.87,hectare*mm
century,1_3,COMPOSITE,1,CMT,8/2/1994,1994,3.97,hectare*mm
century,1_3,COMPOSITE,1,CMT,8/8/1994,1994,9.87,hectare*mm
century,1_3,COMPOSITE,1,CMT,8/8/1994,1994,3.97,hectare*mm
century,1_4,COMPOSITE,1,CMT,4/15/1994,1994,48.12,hectare*mm
century,1_4,COMPOSITE,1,CMT,4/15/1994,1994,19.1,hectare*mm
century,1_4,COMPOSITE,1,CMT,5/26/1994,1994,50.59,hectare*mm
century,1_4,COMPOSITE,1,CMT,5/26/1994,1994,19.1,hectare*mm
century,1_4,COMPOSITE,1,CMT,6/16/1994,1994,46.86,hectare*mm
century,1_4,COMPOSITE,1,CMT,6/16/1994,1994,17.52,hectare*mm
century,1_4,COMPOSITE,1,CMT,6/29/1994,1994,45.65,hectare*mm
century,1_4,COMPOSITE,1,CMT,6/29/1994,1994,19.1,hectare*mm
century,1_4,COMPOSITE,1,CMT,7/12/1994,1994,42.82,hectare*mm
century,1_4,COMPOSITE,1,CMT,7/12/1994,1994,19.1,hectare*mm
century,1_4,COMPOSITE,1,CMT,7/21/1994,1994,9.55,hectare*mm
century,1_4,COMPOSITE,1,CMT,7/27/1994,1994,24.69,hectare*mm
century,1_4,COMPOSITE,1,CMT,7/29/1994,1994,24.69,hectare*mm
century,1_4,COMPOSITE,1,CMT,7/29/1994,1994,9.55,hectare*mm
century,1_4,COMPOSITE,1,CMT,8/5/1994,1994,24.69,hectare*mm
century,1_4,COMPOSITE,1,CMT,8/5/1994,1994,9.55,hectare*mm
century,1_4,COMPOSITE,1,CMT,8/19/1994,1994,27.15,hectare*mm
century,1_4,COMPOSITE,1,CMT,8/19/1994,1994,9.55,hectare*mm
century,1_4,COMPOSITE,1,CMT,9/14/1994,1994,17.28,hectare*mm
century,1_4,COMPOSITE,1,CMT,9/14/1994,1994,9.55,hectare*mm
century,1_5,COMPOSITE,1,CWT,3/30/1994,1994,61.67,hectare*mm
century,1_5,COMPOSITE,1,CWT,3/30/1994,1994,23.92,hectare*mm
century,1_5,COMPOSITE,1,CWT,5/2/1994,1994,51.8,hectare*mm
century,1_5,COMPOSITE,1,CWT,5/2/1994,1994,20.72,hectare*mm
century,2_3,COMPOSITE,1,OMT,5/4/1994,1994,20.72,hectare*mm
century,2_3,COMPOSITE,1,OMT,5/5/1994,1994,43.18,hectare*mm
century,2_3,COMPOSITE,1,OMT,6/3/1994,1994,45.65,hectare*mm
century,2_3,COMPOSITE,1,OMT,6/3/1994,1994,17.52,hectare*mm
century,2_3,COMPOSITE,1,OMT,6/14/1994,1994,48.48,hectare*mm
century,2_3,COMPOSITE,1,OMT,6/14/1994,1994,17.52,hectare*mm
century,2_3,COMPOSITE,1,OMT,6/28/1994,1994,25.9,hectare*mm
century,2_3,COMPOSITE,1,OMT,6/28/1994,1994,9.55,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/8/1994,1994,14.81,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/8/1994,1994,6.35,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/14/1994,1994,16.03,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/14/1994,1994,6.35,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/22/1994,1994,12.34,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/22/1994,1994,4.78,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/27/1994,1994,12.34,hectare*mm
century,2_3,COMPOSITE,1,OMT,7/27/1994,1994,4.78,hectare*mm
century,2_3,COMPOSITE,1,OMT,8/2/1994,1994,11.09,hectare*mm
century,2_3,COMPOSITE,1,OMT,8/2/1994,1994,3.97,hectare*mm
century,2_3,COMPOSITE,1,OMT,8/8/1994,1994,9.87,hectare*mm
century,2_3,COMPOSITE,1,OMT,8/8/1994,1994,3.97,hectare*mm
century,2_4,COMPOSITE,1,LMT,5/6/1994,1994,51.8,hectare*mm
century,2_4,COMPOSITE,1,LMT,5/6/1994,1994,20.72,hectare*mm
century,2_4,COMPOSITE,1,LMT,5/31/1994,1994,45.65,hectare*mm
century,2_4,COMPOSITE,1,LMT,5/31/1994,1994,17.52,hectare*mm
century,2_4,COMPOSITE,1,LMT,6/16/1994,1994,45.65,hectare*mm
century,2_4,COMPOSITE,1,LMT,6/16/1994,1994,17.52,hectare*mm
century,2_4,COMPOSITE,1,LMT,6/29/1994,1994,45.65,hectare*mm
century,2_4,COMPOSITE,1,LMT,6/29/1994,1994,19.1,hectare*mm
century,2_4,COMPOSITE,1,LMT,7/12/1994,1994,45.65,hectare*mm
century,2_4,COMPOSITE,1,LMT,7/12/1994,1994,19.1,hectare*mm
century,2_4,COMPOSITE,1,LMT,7/21/1994,1994,23.43,hectare*mm
century,2_4,COMPOSITE,1,LMT,7/21/1994,1994,9.55,hectare*mm
century,2_4,COMPOSITE,1,LMT,7/29/1994,1994,25.9,hectare*mm
century,2_4,COMPOSITE,1,LMT,7/29/1994,1994,9.55,hectare*mm
century,2_4,COMPOSITE,1,LMT,8/5/1994,1994,27.15,hectare*mm
century,2_4,COMPOSITE,1,LMT,8/5/1994,1994,9.55,hectare*mm
century,2_4,COMPOSITE,1,LMT,8/19/1994,1994,23.43,hectare*mm
century,2_4,COMPOSITE,1,LMT,8/19/1994,1994,9.55,hectare*mm
century,2_4,COMPOSITE,1,LMT,9/14/1994,1994,24.69,hectare*mm
century,2_4,COMPOSITE,1,LMT,9/14/1994,1994,9.55,hectare*mm
century,2_5,COMPOSITE,1,CWT,4/14/1994,1994,20.72,hectare*mm
century,2_5,COMPOSITE,1,CWT,4/15/1994,1994,65.36,hectare*mm
century,2_5,COMPOSITE,1,CWT,5/27/1994,1994,43.18,hectare*mm
century,2_5,COMPOSITE,1,CWT,5/27/1994,1994,17.52,hectare*mm
century,2_5,COMPOSITE,1,CWT,6/14/1994,1994,45.65,hectare*mm
century,2_5,COMPOSITE,1,CWT,6/14/1994,1994,17.52,hectare*mm
century,2_5,COMPOSITE,1,CWT,6/28/1994,1994,25.9,hectare*mm
century,2_5,COMPOSITE,1,CWT,6/28/1994,1994,9.55,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/6/1994,1994,14.81,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/6/1994,1994,6.35,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/14/1994,1994,16.03,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/14/1994,1994,6.35,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/22/1994,1994,9.87,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/22/1994,1994,4.78,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/27/1994,1994,13.56,hectare*mm
century,2_5,COMPOSITE,1,CWT,7/27/1994,1994,4.78,hectare*mm
century,2_5,COMPOSITE,1,CWT,8/2/1994,1994,11.09,hectare*mm
century,2_5,COMPOSITE,1,CWT,8/2/1994,1994,3.97,hectare*mm
century,2_5,COMPOSITE,1,CWT,8/8/1994,1994,9.87,hectare*mm
century,2_5,COMPOSITE,1,CWT,8/8/1994,1994,3.97,hectare*mm
century,2_6,COMPOSITE,2,IWF,3/29/1994,1994,61.67,hectare*mm
century,2_6,COMPOSITE,2,IWF,3/30/1994,1994,23.92,hectare*mm
century,2_6,COMPOSITE,2,IWF,5/2/1994,1994,51.8,hectare*mm
century,2_6,COMPOSITE,2,IWF,5/2/1994,1994,20.72,hectare*mm
century,2_7,COMPOSITE,2,IWC,3/29/1994,1994,61.67,hectare*mm
century,2_7,COMPOSITE,2,IWC,3/29/1994,1994,23.92,hectare*mm
century,2_7,COMPOSITE,2,IWC,4/22/1994,1994,51.8,hectare*mm
century,2_7,COMPOSITE,2,IWC,4/22/1994,1994,20.72,hectare*mm
century,3_4,COMPOSITE,1,IWF,3/29/1994,1994,62.89,hectare*mm
century,3_4,COMPOSITE,1,IWF,3/30/1994,1994,23.92,hectare*mm
century,3_4,COMPOSITE,1,IWF,5/2/1994,1994,51.8,hectare*mm
century,3_4,COMPOSITE,1,IWF,5/2/1994,1994,20.72,hectare*mm
century,4_3,COMPOSITE,2,CWT,3/30/1994,1994,62.89,hectare*mm
century,4_3,COMPOSITE,2,CWT,3/30/1994,1994,23.92,hectare*mm
century,4_3,COMPOSITE,2,CWT,5/2/1994,1994,51.8,hectare*mm
century,4_3,COMPOSITE,2,CWT,5/2/1994,1994,20.72,hectare*mm
century,4_4,COMPOSITE,2,LMT,5/6/1994,1994,48.12,hectare*mm
century,4_4,COMPOSITE,2,LMT,5/6/1994,1994,20.72,hectare*mm
century,4_4,COMPOSITE,2,LMT,5/31/1994,1994,45.65,hectare*mm
century,4_4,COMPOSITE,2,LMT,5/31/1994,1994,17.52,hectare*mm
century,4_4,COMPOSITE,2,LMT,6/16/1994,1994,45.65,hectare*mm
century,4_4,COMPOSITE,2,LMT,6/16/1994,1994,17.52,hectare*mm
century,4_4,COMPOSITE,2,LMT,6/29/1994,1994,45.65,hectare*mm
century,4_4,COMPOSITE,2,LMT,6/29/1994,1994,19.1,hectare*mm
century,4_4,COMPOSITE,2,LMT,7/12/1994,1994,46.86,hectare*mm
century,4_4,COMPOSITE,2,LMT,7/12/1994,1994,19.1,hectare*mm
century,4_4,COMPOSITE,2,LMT,7/21/1994,1994,27.15,hectare*mm
century,4_4,COMPOSITE,2,LMT,7/21/1994,1994,9.55,hectare*mm
century,4_4,COMPOSITE,2,LMT,7/29/1994,1994,24.69,hectare*mm
century,4_4,COMPOSITE,2,LMT,7/29/1994,1994,9.55,hectare*mm
century,4_4,COMPOSITE,2,LMT,8/5/1994,1994,24.69,hectare*mm
century,4_4,COMPOSITE,2,LMT,8/5/1994,1994,9.55,hectare*mm
century,4_4,COMPOSITE,2,LMT,8/19/1994,1994,19.75,hectare*mm
century,4_4,COMPOSITE,2,LMT,8/19/1994,1994,9.55,hectare*mm
century,4_4,COMPOSITE,2,LMT,9/14/1994,1994,28.37,hectare*mm
century,4_4,COMPOSITE,2,LMT,9/14/1994,1994,9.55,hectare*mm
century,4_5,COMPOSITE,2,CMT,4/15/1994,1994,67.83,hectare*mm
century,4_5,COMPOSITE,2,CMT,4/15/1994,1994,20.72,hectare*mm
century,4_5,COMPOSITE,2,CMT,5/27/1994,1994,48.12,hectare*mm
century,4_5,COMPOSITE,2,CMT,5/27/1994,1994,17.52,hectare*mm
century,4_5,COMPOSITE,2,CMT,6/14/1994,1994,60.46,hectare*mm
century,4_5,COMPOSITE,2,CMT,6/14/1994,1994,17.52,hectare*mm
century,4_5,COMPOSITE,2,CMT,6/28/1994,1994,25.9,hectare*mm
century,4_5,COMPOSITE,2,CMT,6/28/1994,1994,9.55,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/6/1994,1994,12.34,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/6/1994,1994,6.35,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/14/1994,1994,14.81,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/14/1994,1994,6.35,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/22/1994,1994,8.62,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/22/1994,1994,4.78,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/27/1994,1994,11.09,hectare*mm
century,4_5,COMPOSITE,2,CMT,7/27/1994,1994,4.78,hectare*mm
century,4_5,COMPOSITE,2,CMT,8/2/1994,1994,11.09,hectare*mm
century,4_5,COMPOSITE,2,CMT,8/2/1994,1994,3.97,hectare*mm
century,4_5,COMPOSITE,2,CMT,8/8/1994,1994,9.87,hectare*mm
century,4_5,COMPOSITE,2,CMT,8/8/1994,1994,3.97,hectare*mm
century,4_7,COMPOSITE,2,IWL,3/30/1994,1994,65.36,hectare*mm
century,4_7,COMPOSITE,2,IWL,3/30/1994,1994,23.92,hectare*mm
century,4_7,COMPOSITE,2,IWL,4/22/1994,1994,50.59,hectare*mm
century,4_7,COMPOSITE,2,IWL,4/22/1994,1994,20.72,hectare*mm
century,5_1,COMPOSITE,1,IWL,3/30/1994,1994,61.67,hectare*mm
century,5_1,COMPOSITE,1,IWL,3/30/1994,1994,23.92,hectare*mm
century,5_1,COMPOSITE,1,IWL,4/22/1994,1994,69.08,hectare*mm
century,5_1,COMPOSITE,1,IWL,4/22/1994,1994,20.72,hectare*mm
century,5_3,COMPOSITE,2,CWT,4/14/1994,1994,20.72,hectare*mm
century,5_3,COMPOSITE,2,CWT,4/15/1994,1994,83.89,hectare*mm
century,5_3,COMPOSITE,2,CWT,5/27/1994,1994,129.5,hectare*mm
century,5_3,COMPOSITE,2,CWT,5/27/1994,1994,17.52,hectare*mm
century,5_3,COMPOSITE,2,CWT,6/14/1994,1994,103.6,hectare*mm
century,5_3,COMPOSITE,2,CWT,6/14/1994,1994,17.52,hectare*mm
century,5_3,COMPOSITE,2,CWT,6/28/1994,1994,44.39,hectare*mm
century,5_3,COMPOSITE,2,CWT,6/28/1994,1994,9.55,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/6/1994,1994,14.81,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/6/1994,1994,6.35,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/14/1994,1994,17.28,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/14/1994,1994,6.35,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/22/1994,1994,12.34,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/22/1994,1994,4.78,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/27/1994,1994,11.09,hectare*mm
century,5_3,COMPOSITE,2,CWT,7/27/1994,1994,4.78,hectare*mm
century,5_3,COMPOSITE,2,CWT,8/2/1994,1994,9.87,hectare*mm
century,5_3,COMPOSITE,2,CWT,8/2/1994,1994,3.97,hectare*mm
century,5_3,COMPOSITE,2,CWT,8/8/1994,1994,9.87,hectare*mm
century,5_3,COMPOSITE,2,CWT,8/8/1994,1994,3.97,hectare*mm
century,5_4,COMPOSITE,2,UN,4/15/1994,1994,48.12,hectare*mm
century,5_4,COMPOSITE,2,UN,4/15/1994,1994,19.1,hectare*mm
century,5_4,COMPOSITE,2,UN,5/26/1994,1994,40.71,hectare*mm
century,5_4,COMPOSITE,2,UN,5/26/1994,1994,19.1,hectare*mm
century,5_4,COMPOSITE,2,UN,6/16/1994,1994,45.65,hectare*mm
century,5_4,COMPOSITE,2,UN,6/16/1994,1994,17.52,hectare*mm
century,5_4,COMPOSITE,2,UN,6/29/1994,1994,45.65,hectare*mm
century,5_4,COMPOSITE,2,UN,6/29/1994,1994,19.1,hectare*mm
century,5_4,COMPOSITE,2,UN,7/12/1994,1994,45.65,hectare*mm
century,5_4,COMPOSITE,2,UN,7/12/1994,1994,19.1,hectare*mm
century,5_4,COMPOSITE,2,UN,7/21/1994,1994,9.55,hectare*mm
century,5_4,COMPOSITE,2,UN,7/27/1994,1994,23.43,hectare*mm
century,5_4,COMPOSITE,2,UN,7/29/1994,1994,25.9,hectare*mm
century,5_4,COMPOSITE,2,UN,7/29/1994,1994,9.55,hectare*mm
century,5_4,COMPOSITE,2,UN,8/5/1994,1994,24.69,hectare*mm
century,5_4,COMPOSITE,2,UN,8/5/1994,1994,9.55,hectare*mm
century,5_4,COMPOSITE,2,UN,8/19/1994,1994,19.75,hectare*mm
century,5_4,COMPOSITE,2,UN,8/19/1994,1994,9.55,hectare*mm
century,5_4,COMPOSITE,2,UN,9/14/1994,1994,19.75,hectare*mm
century,5_4,COMPOSITE,2,UN,9/14/1994,1994,9.55,hectare*mm
century,5_5,COMPOSITE,2,CMT,4/15/1994,1994,44.39,hectare*mm
century,5_5,COMPOSITE,2,CMT,4/15/1994,1994,19.1,hectare*mm
century,5_5,COMPOSITE,2,CMT,5/26/1994,1994,45.65,hectare*mm
century,5_5,COMPOSITE,2,CMT,5/26/1994,1994,19.1,hectare*mm
century,5_5,COMPOSITE,2,CMT,6/16/1994,1994,45.65,hectare*mm
century,5_5,COMPOSITE,2,CMT,6/16/1994,1994,17.52,hectare*mm
century,5_5,COMPOSITE,2,CMT,6/29/1994,1994,44.39,hectare*mm
century,5_5,COMPOSITE,2,CMT,6/29/1994,1994,19.1,hectare*mm
century,5_5,COMPOSITE,2,CMT,7/12/1994,1994,43.18,hectare*mm
century,5_5,COMPOSITE,2,CMT,7/12/1994,1994,19.1,hectare*mm
century,5_5,COMPOSITE,2,CMT,7/21/1994,1994,9.55,hectare*mm
century,5_5,COMPOSITE,2,CMT,7/27/1994,1994,23.43,hectare*mm
century,5_5,COMPOSITE,2,CMT,7/29/1994,1994,20.96,hectare*mm
century,5_5,COMPOSITE,2,CMT,7/29/1994,1994,9.55,hectare*mm
century,5_5,COMPOSITE,2,CMT,8/5/1994,1994,19.75,hectare*mm
century,5_5,COMPOSITE,2,CMT,8/5/1994,1994,9.55,hectare*mm
century,5_5,COMPOSITE,2,CMT,8/19/1994,1994,19.75,hectare*mm
century,5_5,COMPOSITE,2,CMT,8/19/1994,1994,9.55,hectare*mm
century,5_5,COMPOSITE,2,CMT,9/14/1994,1994,22.22,hectare*mm
century,5_5,COMPOSITE,2,CMT,9/14/1994,1994,9.55,hectare*mm
century,6_1,COMPOSITE,1,IWC,3/29/1994,1994,61.67,hectare*mm
century,6_1,COMPOSITE,1,IWC,3/29/1994,1994,23.92,hectare*mm
century,6_1,COMPOSITE,1,IWC,4/22/1994,1994,46.86,hectare*mm
century,6_1,COMPOSITE,1,IWC,4/22/1994,1994,20.72,hectare*mm
century,6_3,COMPOSITE,2,LMT,4/14/1994,1994,20.72,hectare*mm
century,6_3,COMPOSITE,2,LMT,4/15/1994,1994,71.55,hectare*mm
century,6_3,COMPOSITE,2,LMT,5/27/1994,1994,51.8,hectare*mm
century,6_3,COMPOSITE,2,LMT,5/27/1994,1994,17.52,hectare*mm
century,6_3,COMPOSITE,2,LMT,6/14/1994,1994,54.27,hectare*mm
century,6_3,COMPOSITE,2,LMT,6/14/1994,1994,17.52,hectare*mm
century,6_3,COMPOSITE,2,LMT,6/28/1994,1994,28.37,hectare*mm
century,6_3,COMPOSITE,2,LMT,6/28/1994,1994,9.55,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/6/1994,1994,14.81,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/6/1994,1994,6.35,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/14/1994,1994,16.03,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/14/1994,1994,6.35,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/22/1994,1994,12.34,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/22/1994,1994,4.78,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/27/1994,1994,12.34,hectare*mm
century,6_3,COMPOSITE,2,LMT,7/27/1994,1994,4.78,hectare*mm
century,6_3,COMPOSITE,2,LMT,8/2/1994,1994,11.09,hectare*mm
century,6_3,COMPOSITE,2,LMT,8/2/1994,1994,3.97,hectare*mm
century,6_3,COMPOSITE,2,LMT,8/8/1994,1994,9.87,hectare*mm
century,6_3,COMPOSITE,2,LMT,8/8/1994,1994,3.97,hectare*mm
century,6_4,COMPOSITE,2,OMT,5/4/1994,1994,20.72,hectare*mm
century,6_4,COMPOSITE,2,OMT,5/5/1994,1994,55.52,hectare*mm
century,6_4,COMPOSITE,2,OMT,6/3/1994,1994,45.65,hectare*mm
century,6_4,COMPOSITE,2,OMT,6/3/1994,1994,17.52,hectare*mm
century,6_4,COMPOSITE,2,OMT,6/14/1994,1994,106.07,hectare*mm
century,6_4,COMPOSITE,2,OMT,6/14/1994,1994,17.52,hectare*mm
century,6_4,COMPOSITE,2,OMT,6/28/1994,1994,36.99,hectare*mm
century,6_4,COMPOSITE,2,OMT,6/28/1994,1994,9.55,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/8/1994,1994,16.03,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/8/1994,1994,6.35,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/14/1994,1994,14.81,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/14/1994,1994,6.35,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/22/1994,1994,12.34,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/22/1994,1994,4.78,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/27/1994,1994,11.09,hectare*mm
century,6_4,COMPOSITE,2,OMT,7/27/1994,1994,4.78,hectare*mm
century,6_4,COMPOSITE,2,OMT,8/2/1994,1994,9.87,hectare*mm
century,6_4,COMPOSITE,2,OMT,8/2/1994,1994,3.97,hectare*mm
century,6_4,COMPOSITE,2,OMT,8/8/1994,1994,9.87,hectare*mm
century,6_4,COMPOSITE,2,OMT,8/8/1994,1994,3.97,hectare*mm
century,6_5,COMPOSITE,2,OMT,5/6/1994,1994,93.73,hectare*mm
century,6_5,COMPOSITE,2,OMT,5/6/1994,1994,20.72,hectare*mm
century,6_5,COMPOSITE,2,OMT,5/31/1994,1994,46.86,hectare*mm
century,6_5,COMPOSITE,2,OMT,5/31/1994,1994,17.52,hectare*mm
century,6_5,COMPOSITE,2,OMT,6/16/1994,1994,45.65,hectare*mm
century,6_5,COMPOSITE,2,OMT,6/16/1994,1994,17.52,hectare*mm
century,6_5,COMPOSITE,2,OMT,6/29/1994,1994,44.39,hectare*mm
century,6_5,COMPOSITE,2,OMT,6/29/1994,1994,19.1,hectare*mm
century,6_5,COMPOSITE,2,OMT,7/12/1994,1994,45.65,hectare*mm
century,6_5,COMPOSITE,2,OMT,7/12/1994,1994,19.1,hectare*mm
century,6_5,COMPOSITE,2,OMT,7/21/1994,1994,9.55,hectare*mm
century,6_5,COMPOSITE,2,OMT,7/22/1994,1994,23.43,hectare*mm
century,6_5,COMPOSITE,2,OMT,7/29/1994,1994,24.69,hectare*mm
century,6_5,COMPOSITE,2,OMT,7/29/1994,1994,9.55,hectare*mm
century,6_5,COMPOSITE,2,OMT,8/5/1994,1994,22.22,hectare*mm
century,6_5,COMPOSITE,2,OMT,8/5/1994,1994,9.55,hectare*mm
century,6_5,COMPOSITE,2,OMT,8/19/1994,1994,19.75,hectare*mm
century,6_5,COMPOSITE,2,OMT,8/19/1994,1994,9.55,hectare*mm
century,6_5,COMPOSITE,2,OMT,9/14/1994,1994,28.37,hectare*mm
century,6_5,COMPOSITE,2,OMT,9/14/1994,1994,9.55,hectare*mm
century,6_6,COMPOSITE,3,CWT,4/14/1994,1994,20.72,hectare*mm
century,6_6,COMPOSITE,3,CWT,4/15/1994,1994,51.8,hectare*mm
century,6_6,COMPOSITE,3,CWT,5/27/1994,1994,36.99,hectare*mm
century,6_6,COMPOSITE,3,CWT,5/27/1994,1994,17.52,hectare*mm
century,6_6,COMPOSITE,3,CWT,6/14/1994,1994,45.65,hectare*mm
century,6_6,COMPOSITE,3,CWT,6/14/1994,1994,17.52,hectare*mm
century,6_6,COMPOSITE,3,CWT,6/28/1994,1994,25.9,hectare*mm
century,6_6,COMPOSITE,3,CWT,6/28/1994,1994,9.55,hectare*mm
