experiment_name,plot_name,plot_side,block,year,system_code,crop,irrigation_type
century,2_8,COMPOSITE,1,2016,RWL,wcc/fallow,none
century,2_9,COMPOSITE,1,2016,RWF,fallow,none
century,3_4,COMPOSITE,1,2016,IWF,wheat,sprinkler_irrigation
century,3_5,COMPOSITE,1,2016,IWC,fallow,sprinkler_irrigation
century,3_6,COMPOSITE,1,2016,NG,NG,none
century,3_7,COMPOSITE,3,2016,RWL,wcc/fallow,none
century,3_8,COMPOSITE,3,2016,RWL,wheat,none
century,3_9,COMPOSITE,3,2016,RWC,fallow,none
century,4_2,COMPOSITE,1,2016,IWF,fallow,sprinkler_irrigation
century,4_3,COMPOSITE,2,2016,CWT,wheat,trickle_irrigation
century,4_4,COMPOSITE,2,2016,LMT,maize,trickle_irrigation
century,4_5,COMPOSITE,2,2016,CMT,solanum_lycopersicum,trickle_irrigation
century,4_6,COMPOSITE,2,2016,IWF,fallow,sprinkler_irrigation
century,4_7,COMPOSITE,2,2016,AMT,medicago_sativa,flood_irrigation
century,4_8,COMPOSITE,2,2016,AMT,solanum_lycopersicum,trickle_irrigation
century,4_9,COMPOSITE,3,2016,RWC,wheat,none
century,5_1,COMPOSITE,1,2016,AMT,medicago_sativa,flood_irrigation
century,5_2,COMPOSITE,1,2016,AMT,solanum_lycopersicum,trickle_irrigation
century,5_3,COMPOSITE,2,2016,CWT,solanum_lycopersicum,trickle_irrigation
century,5_4,COMPOSITE,2,2016,UN,,none
century,5_5,COMPOSITE,2,2016,CMT,maize,trickle_irrigation
century,5_6,COMPOSITE,2,2016,IWC,fallow,sprinkler_irrigation
century,5_7,COMPOSITE,3,2016,TR,,trickle_irrigation
century,5_8,COMPOSITE,3,2016,RWF,fallow,none
century,5_9,COMPOSITE,3,2016,RWF,wheat,none
century,6_1,COMPOSITE,1,2016,IWC,wheat,sprinkler_irrigation
century,6_2,COMPOSITE,2,2016,RWC,fallow,none
century,6_3,COMPOSITE,2,2016,LMT,solanum_lycopersicum,trickle_irrigation
century,6_4,COMPOSITE,2,2016,OMT,maize,trickle_irrigation
century,6_5,COMPOSITE,2,2016,OMT,solanum_lycopersicum,trickle_irrigation
century,6_6,COMPOSITE,3,2016,CWT,solanum_lycopersicum,trickle_irrigation
century,6_7,COMPOSITE,3,2016,LMT,solanum_lycopersicum,trickle_irrigation
century,6_8,COMPOSITE,3,2016,OMT,solanum_lycopersicum,trickle_irrigation
century,6_9,COMPOSITE,3,2016,LMT,maize,trickle_irrigation
century,7_1,COMPOSITE,2,2016,NG,NG,none
century,7_2,COMPOSITE,2,2016,RWF,fallow,none
century,7_3,COMPOSITE,2,2016,RWL,wheat,none
century,7_4,COMPOSITE,2,2016,TR,,trickle_irrigation
century,7_5,COMPOSITE,3,2016,AMT,solanum_lycopersicum,trickle_irrigation
century,7_6,COMPOSITE,3,2016,AMT,medicago_sativa,flood_irrigation
century,7_7,COMPOSITE,3,2016,IWC,fallow,sprinkler_irrigation
century,7_8,COMPOSITE,3,2016,CMT,maize,trickle_irrigation
century,7_9,COMPOSITE,3,2016,CWT,wheat,trickle_irrigation
century,8_1,COMPOSITE,2,2016,RWL,wcc/fallow,none
century,8_2,COMPOSITE,2,2016,RWF,wheat,none
century,8_3,COMPOSITE,2,2016,RWC,wheat,none
century,8_4,COMPOSITE,3,2016,IWF,wheat,sprinkler_irrigation
century,8_5,COMPOSITE,3,2016,IWF,fallow,sprinkler_irrigation
century,8_6,COMPOSITE,3,2016,NG,NG,none
century,8_7,COMPOSITE,3,2016,IWC,wheat,sprinkler_irrigation
century,8_8,COMPOSITE,3,2016,OMT,maize,trickle_irrigation
century,8_9,COMPOSITE,3,2016,CMT,solanum_lycopersicum,trickle_irrigation
century,1_1,COMPOSITE,1,2017,LMT,maize,trickle_irrigation
century,1_2,E,1,2017,OMT,solanum_lycopersicum,flood_irrigation
century,1_2,W,1,2017,OMT,solanum_lycopersicum,trickle_irrigation
century,1_2,COMPOSITE,1,2017,OMT,solanum_lycopersicum,
century,1_3,COMPOSITE,1,2017,CMT,maize,trickle_irrigation
century,1_4,COMPOSITE,1,2017,CMT,solanum_lycopersicum,trickle_irrigation
century,1_5,COMPOSITE,1,2017,CWT,solanum_lycopersicum,trickle_irrigation
century,1_6,COMPOSITE,1,2017,RWL,wcc/fallow,none
century,1_7,COMPOSITE,1,2017,RWC,fallow,none
century,1_8,COMPOSITE,1,2017,RWC,wheat,none
century,1_9,COMPOSITE,1,2017,RWF,fallow,none
century,2_2,COMPOSITE,1,2017,TR,,trickle_irrigation
century,2_3,E,1,2017,OMT,maize,flood_irrigation
century,2_3,W,1,2017,OMT,maize,trickle_irrigation
century,2_3,COMPOSITE,1,2017,OMT,maize,
century,2_4,COMPOSITE,1,2017,LMT,solanum_lycopersicum,trickle_irrigation
century,2_5,COMPOSITE,1,2017,CWT,wheat,trickle_irrigation
century,2_6,COMPOSITE,2,2017,IWF,fallow,sprinkler_irrigation
century,2_7,COMPOSITE,2,2017,IWC,fallow,sprinkler_irrigation
century,2_8,COMPOSITE,1,2017,RWL,wheat,none
century,2_9,COMPOSITE,1,2017,RWF,wheat,none
century,3_4,COMPOSITE,1,2017,IWF,fallow,sprinkler_irrigation
century,3_5,COMPOSITE,1,2017,IWC,wheat,sprinkler_irrigation
century,3_6,COMPOSITE,1,2017,NG,NG,none
century,3_7,COMPOSITE,3,2017,RWL,wheat,none
century,3_8,COMPOSITE,3,2017,RWL,wcc/fallow,none
century,3_9,COMPOSITE,3,2017,RWC,wheat,none
century,4_2,COMPOSITE,1,2017,IWF,wheat,sprinkler_irrigation
century,4_3,COMPOSITE,2,2017,CWT,solanum_lycopersicum,trickle_irrigation
century,4_4,COMPOSITE,2,2017,LMT,solanum_lycopersicum,trickle_irrigation
century,4_5,COMPOSITE,2,2017,CMT,maize,trickle_irrigation
century,4_6,COMPOSITE,2,2017,IWF,wheat,sprinkler_irrigation
century,4_7,COMPOSITE,2,2017,AMT,medicago_sativa,flood_irrigation
century,4_8,COMPOSITE,2,2017,AMT,maize,trickle_irrigation
century,4_9,COMPOSITE,3,2017,RWC,fallow,none
century,5_1,COMPOSITE,1,2017,AMT,medicago_sativa,flood_irrigation
century,5_2,COMPOSITE,1,2017,AMT,maize,trickle_irrigation
century,5_3,COMPOSITE,2,2017,CWT,wheat,trickle_irrigation
century,5_5,COMPOSITE,2,2017,CMT,solanum_lycopersicum,trickle_irrigation
century,5_6,COMPOSITE,2,2017,IWC,wheat,sprinkler_irrigation
century,5_7,COMPOSITE,3,2017,TR,,trickle_irrigation
century,5_8,COMPOSITE,3,2017,RWF,wheat,none
century,5_9,COMPOSITE,3,2017,RWF,fallow,none
century,6_1,COMPOSITE,1,2017,IWC,fallow,sprinkler_irrigation
century,6_2,COMPOSITE,2,2017,RWC,wheat,none
century,6_3,COMPOSITE,2,2017,LMT,maize,trickle_irrigation
century,6_4,E,2,2017,OMT,maize,trickle_irrigation
century,6_4,W,2,2017,OMT,maize,flood_irrigation
century,6_4,COMPOSITE,2,2017,OMT,maize,
century,6_5,E,2,2017,OMT,solanum_lycopersicum,flood_irrigation
century,6_5,W,2,2017,OMT,solanum_lycopersicum,trickle_irrigation
century,6_5,COMPOSITE,2,2017,OMT,solanum_lycopersicum,
century,6_6,COMPOSITE,3,2017,CWT,wheat,trickle_irrigation
century,6_7,COMPOSITE,3,2017,LMT,maize,trickle_irrigation
century,6_8,E,3,2017,OMT,maize,trickle_irrigation
century,6_8,W,3,2017,OMT,maize,flood_irrigation
century,6_8,COMPOSITE,3,2017,OMT,maize,
century,6_9,COMPOSITE,3,2017,LMT,solanum_lycopersicum,trickle_irrigation
century,7_1,COMPOSITE,2,2017,NG,NG,none
century,7_2,COMPOSITE,2,2017,RWF,wheat,none
century,7_3,COMPOSITE,2,2017,RWL,wcc/fallow,none
century,7_4,COMPOSITE,2,2017,TR,,trickle_irrigation
century,7_5,COMPOSITE,3,2017,AMT,maize,trickle_irrigation
century,7_7,COMPOSITE,3,2017,IWC,wheat,sprinkler_irrigation
century,7_8,COMPOSITE,3,2017,CMT,solanum_lycopersicum,trickle_irrigation
century,7_9,COMPOSITE,3,2017,CWT,solanum_lycopersicum,trickle_irrigation
century,8_1,COMPOSITE,2,2017,RWL,wheat,none
century,8_2,COMPOSITE,2,2017,RWF,fallow,none
century,8_3,COMPOSITE,2,2017,RWC,fallow,none
century,8_4,COMPOSITE,3,2017,IWF,fallow,sprinkler_irrigation
century,8_5,COMPOSITE,3,2017,IWF,wheat,sprinkler_irrigation
century,8_6,COMPOSITE,3,2017,NG,NG,none
century,8_7,COMPOSITE,3,2017,IWC,fallow,sprinkler_irrigation
century,8_8,E,3,2017,OMT,solanum_lycopersicum,trickle_irrigation
century,8_8,W,3,2017,OMT,solanum_lycopersicum,flood_irrigation
century,8_8,COMPOSITE,3,2017,OMT,solanum_lycopersicum,
century,8_9,COMPOSITE,3,2017,CMT,maize,trickle_irrigation
century,1_1,COMPOSITE,1,2018,LMT,solanum_lycopersicum,trickle_irrigation
century,1_2,E,1,2018,OMT,maize,flood_irrigation
century,1_2,W,1,2018,OMT,maize,trickle_irrigation
century,1_2,COMPOSITE,1,2018,OMT,maize,
century,1_3,COMPOSITE,1,2018,CMT,solanum_lycopersicum,trickle_irrigation
century,1_4,COMPOSITE,1,2018,CMT,maize,trickle_irrigation
century,1_5,COMPOSITE,1,2018,CWT,wheat,trickle_irrigation
century,1_6,COMPOSITE,1,2018,RWL,wheat,none
century,1_7,COMPOSITE,1,2018,RWC,wheat,none
century,1_8,COMPOSITE,1,2018,RWC,fallow,none
century,1_9,COMPOSITE,1,2018,RWF,wheat,none
century,2_2,COMPOSITE,1,2018,TR,,trickle_irrigation
century,2_3,E,1,2018,OMT,solanum_lycopersicum,flood_irrigation
century,2_3,W,1,2018,OMT,solanum_lycopersicum,trickle_irrigation
century,2_3,COMPOSITE,1,2018,OMT,solanum_lycopersicum,
century,2_4,COMPOSITE,1,2018,LMT,maize,trickle_irrigation
century,2_5,COMPOSITE,1,2018,CWT,solanum_lycopersicum,trickle_irrigation
century,2_6,COMPOSITE,2,2018,IWF,wheat,sprinkler_irrigation
century,2_7,COMPOSITE,2,2018,IWC,wheat,sprinkler_irrigation
century,2_8,COMPOSITE,1,2018,RWL,wcc/fallow,none
century,3_4,COMPOSITE,1,2018,IWF,wheat,sprinkler_irrigation
century,3_5,COMPOSITE,1,2018,IWC,fallow,sprinkler_irrigation
century,3_6,COMPOSITE,1,2018,NG,NG,none
century,3_7,COMPOSITE,3,2018,RWL,wcc/fallow,none
century,3_8,COMPOSITE,3,2018,RWL,wheat,none
century,3_9,COMPOSITE,3,2018,RWC,fallow,none
century,4_2,COMPOSITE,1,2018,IWF,fallow,sprinkler_irrigation
century,4_3,COMPOSITE,2,2018,CWT,wheat,trickle_irrigation
century,4_4,COMPOSITE,2,2018,LMT,maize,trickle_irrigation
century,4_5,COMPOSITE,2,2018,CMT,solanum_lycopersicum,trickle_irrigation
century,4_6,COMPOSITE,2,2018,IWF,fallow,sprinkler_irrigation
century,4_7,COMPOSITE,2,2018,AMT,medicago_sativa,flood_irrigation
century,4_8,COMPOSITE,2,2018,AMT,solanum_lycopersicum,trickle_irrigation
century,4_9,COMPOSITE,3,2018,RWC,wheat,none
century,5_1,COMPOSITE,1,2018,AMT,medicago_sativa,flood_irrigation
century,5_2,COMPOSITE,1,2018,AMT,solanum_lycopersicum,trickle_irrigation
century,5_3,COMPOSITE,2,2018,CWT,solanum_lycopersicum,trickle_irrigation
century,5_5,COMPOSITE,2,2018,CMT,maize,trickle_irrigation
century,5_6,COMPOSITE,2,2018,IWC,fallow,sprinkler_irrigation
century,5_7,COMPOSITE,3,2018,TR,,trickle_irrigation
century,5_8,COMPOSITE,3,2018,RWF,fallow,none
century,5_9,COMPOSITE,3,2018,RWF,wheat,none
century,6_1,COMPOSITE,1,2018,IWC,wheat,sprinkler_irrigation
century,6_2,COMPOSITE,2,2018,RWC,fallow,none
century,6_3,COMPOSITE,2,2018,LMT,solanum_lycopersicum,trickle_irrigation
century,6_4,E,2,2018,OMT,maize,trickle_irrigation
century,6_4,W,2,2018,OMT,maize,flood_irrigation
century,6_4,COMPOSITE,2,2018,OMT,maize,
century,6_5,E,2,2018,OMT,solanum_lycopersicum,flood_irrigation
century,6_5,W,2,2018,OMT,solanum_lycopersicum,trickle_irrigation
century,6_5,COMPOSITE,2,2018,OMT,solanum_lycopersicum,
century,6_6,COMPOSITE,3,2018,CWT,solanum_lycopersicum,trickle_irrigation
century,6_7,COMPOSITE,3,2018,LMT,solanum_lycopersicum,trickle_irrigation
century,6_8,E,3,2018,OMT,solanum_lycopersicum,trickle_irrigation
century,6_8,W,3,2018,OMT,solanum_lycopersicum,flood_irrigation
century,6_8,COMPOSITE,3,2018,OMT,solanum_lycopersicum,
century,6_9,COMPOSITE,3,2018,LMT,maize,trickle_irrigation
century,7_1,COMPOSITE,2,2018,NG,NG,none
century,7_2,COMPOSITE,2,2018,RWF,fallow,none
century,7_3,COMPOSITE,2,2018,RWL,wheat,none
century,7_4,COMPOSITE,2,2018,TR,,trickle_irrigation
century,7_5,COMPOSITE,3,2018,AMT,solanum_lycopersicum,trickle_irrigation
century,7_6,COMPOSITE,3,2018,AMT,medicago_sativa,flood_irrigation
century,7_7,COMPOSITE,3,2018,IWC,fallow,sprinkler_irrigation
century,7_8,COMPOSITE,3,2018,CMT,maize,trickle_irrigation
century,7_9,COMPOSITE,3,2018,CWT,wheat,trickle_irrigation
century,8_1,COMPOSITE,2,2018,RWL,wcc/fallow,none
century,8_2,COMPOSITE,2,2018,RWF,wheat,none
century,8_3,COMPOSITE,2,2018,RWC,wheat,none
century,8_4,COMPOSITE,3,2018,IWF,wheat,sprinkler_irrigation
century,8_5,COMPOSITE,3,2018,IWF,fallow,sprinkler_irrigation
century,8_6,COMPOSITE,3,2018,NG,NG,none
century,8_7,COMPOSITE,3,2018,IWC,wheat,sprinkler_irrigation
century,8_8,E,3,2018,OMT,maize,trickle_irrigation
century,8_8,W,3,2018,OMT,maize,flood_irrigation
century,8_8,COMPOSITE,3,2018,OMT,maize,
century,8_9,COMPOSITE,3,2018,CMT,solanum_lycopersicum,trickle_irrigation
